taxonKey;scientificName;acceptedTaxonKey;acceptedScientificName;numberOfOccurrences;taxonRank;taxonomicStatus;kingdom;kingdomKey;phylum;phylumKey;class;classKey;order;orderKey;family;familyKey;genus;genusKey;species;speciesKey;iucnRedListCategory
2473641;Arborophila davidi Delacour, 1927;2473641;Arborophila davidi Delacour, 1927;226;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Galliformes;723;Phasianidae;9331;Arborophila;2473604;Arborophila davidi;2473641;NT
2473897;Pternistis bicalcaratus (Linnaeus, 1766);2473897;Pternistis bicalcaratus (Linnaeus, 1766);8026;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Galliformes;723;Phasianidae;9331;Pternistis;8128058;Pternistis bicalcaratus;2473897;LC
2475229;Tauraco bannermani (Bates, 1923);2475229;Tauraco bannermani (Bates, 1923);139;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Musophagiformes;1444;Musophagidae;5258;Tauraco;2475224;Tauraco bannermani;2475229;EN
2476612;Phaethornis malaris (Nordmann, 1835);2476612;Phaethornis malaris (Nordmann, 1835);9079;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Apodiformes;1448;Trochilidae;5289;Phaethornis;2476571;Phaethornis malaris;2476612;LC
2476860;Metallura tyrianthina (Loddiges, 1832);2476860;Metallura tyrianthina (Loddiges, 1832);55003;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Apodiformes;1448;Trochilidae;5289;Metallura;2476858;Metallura tyrianthina;2476860;LC
2479818;Pyrrhura hoffmanni (Cabanis, 1861);2479818;Pyrrhura hoffmanni (Cabanis, 1861);15159;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Psittaciformes;1445;Psittacidae;9340;Pyrrhura;2479799;Pyrrhura hoffmanni;2479818;LC
2483576;Myiarchus barbirostris (Swainson, 1827);2483576;Myiarchus barbirostris (Swainson, 1827);5744;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Tyrannidae;5291;Myiarchus;2483527;Myiarchus barbirostris;2483576;LC
2486509;Phibalura flavirostris Vieillot, 1816;2486509;Phibalura flavirostris Vieillot, 1816;1863;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Cotingidae;5236;Phibalura;2486508;Phibalura flavirostris;2486509;NT
2486978;Melidectes nouhuysi (van Oort, 1910);10989668;Melionyx nouhuysi (van Oort, 1910);161;SPECIES;SYNONYM;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Meliphagidae;9319;Melionyx;4846007;Melionyx nouhuysi;10989668;LC
2487975;Euphonia finschi P.L.Sclater & Salvin, 1877;2487975;Euphonia finschi P.L.Sclater & Salvin, 1877;1263;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Fringillidae;5242;Euphonia;2487948;Euphonia finschi;2487975;LC
2489060;Poeoptera lugubris Bonaparte, 1854;2489060;Poeoptera lugubris Bonaparte, 1854;1551;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Sturnidae;9350;Poeoptera;2489058;Poeoptera lugubris;2489060;LC
2491361;Sporophila leucoptera (Vieillot, 1817);2491361;Sporophila leucoptera (Vieillot, 1817);15169;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Thraupidae;9352;Sporophila;2491308;Sporophila leucoptera;2491361;LC
2492478;Cercotrichas galactotes (Temminck, 1820);5788860;Erythropygia galactotes (Temminck, 1820);25462;SPECIES;SYNONYM;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Muscicapidae;9322;Erythropygia;4845640;Erythropygia galactotes;5788860;LC
2492834;Cisticola dambo Lynes, 1931;2492834;Cisticola dambo Lynes, 1931;77;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Cisticolidae;9293;Cisticola;2492786;Cisticola dambo;2492834;LC
2492925;Spelaeornis chocolatinus (Godwin-Austen & Walden, 1875);2492925;Spelaeornis chocolatinus (Godwin-Austen & Walden, 1875);203;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Timaliidae;3241609;Spelaeornis;2492922;Spelaeornis chocolatinus;2492925;VU
2493976;Dicrurus modestus Hartlaub, 1849;2493976;Dicrurus modestus Hartlaub, 1849;1413;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Dicruridae;9310;Dicrurus;2493960;Dicrurus modestus;2493976;LC
2494064;Ploceus subpersonatus (Cabanis, 1876);2494064;Ploceus subpersonatus (Cabanis, 1876);54;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Ploceidae;9336;Ploceus;2494008;Ploceus subpersonatus;2494064;VU
2494070;Ploceus melanocephalus (Linnaeus, 1758);2494070;Ploceus melanocephalus (Linnaeus, 1758);18519;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Ploceidae;9336;Ploceus;2494008;Ploceus melanocephalus;2494070;LC
2495581;Ptilinopus jambu (J.F.Gmelin, 1789);2495581;Ptilinopus jambu (J.F.Gmelin, 1789);1225;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Columbiformes;1446;Columbidae;5233;Ptilinopus;2495499;Ptilinopus jambu;2495581;NT
2495865;Columbina picui (Temminck, 1813);2495865;Columbina picui (Temminck, 1813);161923;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Columbiformes;1446;Columbidae;5233;Columbina;2495852;Columbina picui;2495865;LC
4849051;Aglaiocercus berlepschi (Hartert, 1898);4849051;Aglaiocercus berlepschi (Hartert, 1898);171;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Apodiformes;1448;Trochilidae;5289;Aglaiocercus;2476384;Aglaiocercus berlepschi;4849051;EN
5228500;Mellisuga helenae (Lembeye, 1850);5228500;Mellisuga helenae (Lembeye, 1850);2950;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Apodiformes;1448;Trochilidae;5289;Mellisuga;2476316;Mellisuga helenae;5228500;NT
5228881;Piculus leucolaemus (Natterer & Malherbe, 1845);5228881;Piculus leucolaemus (Natterer & Malherbe, 1845);2586;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Piciformes;724;Picidae;9333;Piculus;7469263;Piculus leucolaemus;5228881;LC
5229107;Cyanoramphus forbesi Rothschild, 1893;5229107;Cyanoramphus forbesi Rothschild, 1893;294;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Psittaciformes;1445;Psittacidae;9340;Cyanoramphus;8209719;Cyanoramphus forbesi;5229107;VU
5229583;Platyrinchus cancrominus P.L.Sclater & Salvin, 1860;5229583;Platyrinchus cancrominus P.L.Sclater & Salvin, 1860;18835;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Tyrannidae;5291;Platyrinchus;2483053;Platyrinchus cancrominus;5229583;LC
5230925;Saltator orenocensis Lafresnaye, 1846;5230925;Saltator orenocensis Lafresnaye, 1846;4455;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Thraupidae;9352;Saltator;5428759;Saltator orenocensis;5230925;LC
5231347;Bradypterus lopezi (Alexander, 1903);5231347;Bradypterus lopezi (Alexander, 1903);1599;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Locustellidae;6100825;Bradypterus;3242162;Bradypterus lopezi;5231347;LC
5231744;Rhipidura diluta Wallace, 1864;5231744;Rhipidura diluta Wallace, 1864;596;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Rhipiduridae;5712;Rhipidura;2495006;Rhipidura diluta;5231744;LC
7757806;Clanga hastata (R.P.Lesson, 1831);5788516;Aquila hastata (Lesson, 1831);11701;SPECIES;SYNONYM;Animalia;1;Chordata;44;Aves;212;Accipitriformes;7191147;Accipitridae;2877;Aquila;2480498;Aquila hastata;5788516;VU
7949453;Mentocrex beankaensis Goodman, Raherilalao & Block, 2011;7949453;Mentocrex beankaensis Goodman, Raherilalao & Block, 2011;14;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Gruiformes;1493;Sarothruridae;6101149;Mentocrex;4852303;Mentocrex beankaensis;7949453;VU
8311805;Ninox reyi Oustalet, 1880;8311805;Ninox reyi Oustalet, 1880;2;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Strigiformes;1450;Strigidae;9348;Ninox;2497780;Ninox reyi;8311805;VU
9592368;Microspingus cinereus (Bonaparte, 1850);9592368;Microspingus cinereus (Bonaparte, 1850);1401;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Thraupidae;9352;Microspingus;4847657;Microspingus cinereus;9592368;LC
9803471;Anous minutus F.Boie, 1844;9803471;Anous minutus F.Boie, 1844;23069;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Charadriiformes;7192402;Laridae;9316;Anous;9630699;Anous minutus;9803471;LC
2477014;Lophornis pavoninus Salvin & Godman, 1882;2477014;Lophornis pavoninus Salvin & Godman, 1882;181;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Apodiformes;1448;Trochilidae;5289;Lophornis;2476999;Lophornis pavoninus;2477014;LC
2479018;Lybius leucocephalus (de Filippi, 1853);2479018;Lybius leucocephalus (de Filippi, 1853);5221;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Piciformes;724;Lybiidae;4849497;Lybius;2478991;Lybius leucocephalus;2479018;LC
2479378;Loriculus exilis Schlegel, 1866;2479378;Loriculus exilis Schlegel, 1866;320;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Psittaciformes;1445;Psittacidae;9340;Loriculus;2479370;Loriculus exilis;2479378;LC
2479593;Nestor notabilis Gould, 1856;2479593;Nestor notabilis Gould, 1856;8143;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Psittaciformes;1445;Psittacidae;9340;Nestor;9536524;Nestor notabilis;2479593;EN
2480391;Stephanoaetus coronatus (Linnaeus, 1766);2480391;Stephanoaetus coronatus (Linnaeus, 1766);7310;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Accipitriformes;7191147;Accipitridae;2877;Stephanoaetus;2480390;Stephanoaetus coronatus;2480391;NT
2481846;Jacana jacana (Linnaeus, 1766);2481846;Jacana jacana (Linnaeus, 1766);196592;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Charadriiformes;7192402;Jacanidae;9314;Jacana;2481845;Jacana jacana;2481846;LC
2481860;Phalacrocorax varius (Gmelin, 1789);2481860;Phalacrocorax varius (Gmelin, 1789);155812;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Suliformes;7192775;Phalacrocoracidae;5268;Phalacrocorax;2481854;Phalacrocorax varius;2481860;LC
2482606;Falcunculus frontatus (Latham, 1802);2482606;Falcunculus frontatus (Latham, 1802);27127;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Pachycephalidae;3241790;Falcunculus;2482605;Falcunculus frontatus;2482606;LC
2484216;Psarocolius viridis (Statius Muller, 1776);2484216;Psarocolius viridis (Statius Muller, 1776);9200;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Icteridae;6176;Psarocolius;2484215;Psarocolius viridis;2484216;LC
2484615;Vidua larvaticola Payne, 1982;2484615;Vidua larvaticola Payne, 1982;21;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Viduidae;5295;Vidua;2484612;Vidua larvaticola;2484615;LC
2487602;Certhia himalayana Vigors, 1832;2487602;Certhia himalayana Vigors, 1832;15228;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Certhiidae;5227;Certhia;2487601;Certhia himalayana;2487602;LC
2488157;Tangara velia (Linnaeus, 1758);2488157;Tangara velia (Linnaeus, 1758);9163;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Thraupidae;9352;Tangara;2488096;Tangara velia;2488157;LC
2488179;Tangara arthus R.Lesson, 1832;2488179;Tangara arthus R.Lesson, 1832;93626;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Thraupidae;9352;Tangara;2488096;Tangara arthus;2488179;LC
2489133;Progne chalybea (Gmelin, 1789);2489133;Progne chalybea (Gmelin, 1789);298670;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Hirundinidae;5248;Progne;2489127;Progne chalybea;2489133;LC
2490912;Zoothera andromedae (Temminck, 1826);2490912;Zoothera andromedae (Temminck, 1826);31;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Turdidae;5290;Zoothera;2490889;Zoothera andromedae;2490912;LC
2491576;Emberiza poliopleura (Salvadori, 1888);2491576;Emberiza poliopleura (Salvadori, 1888);1938;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Emberizidae;9608;Emberiza;2491468;Emberiza poliopleura;2491576;LC
2492758;Prinia inornata Sykes, 1832;2492758;Prinia inornata Sykes, 1832;469198;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Cisticolidae;9293;Prinia;2492743;Prinia inornata;2492758;LC
2496039;Petrophassa albipennis Gould, 1841;2496039;Petrophassa albipennis Gould, 1841;1569;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Columbiformes;1446;Columbidae;5233;Petrophassa;2496037;Petrophassa albipennis;2496039;LC
5229165;Aegypius monachus (Linnaeus, 1766);5229165;Aegypius monachus (Linnaeus, 1766);76870;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Accipitriformes;7191147;Accipitridae;2877;Aegypius;2480441;Aegypius monachus;5229165;NT
5229676;Tyrannus cubensis Richmond, 1898;5229676;Tyrannus cubensis Richmond, 1898;1447;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Tyrannidae;5291;Tyrannus;2483336;Tyrannus cubensis;5229676;EN
5229960;Prionochilus maculatus (Temminck, 1836);5229960;Prionochilus maculatus (Temminck, 1836);6890;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Dicaeidae;4287160;Prionochilus;2484660;Prionochilus maculatus;5229960;LC
5230804;Hirundo megaensis Benson, 1942;5230804;Hirundo megaensis Benson, 1942;370;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Hirundinidae;5248;Hirundo;2489222;Hirundo megaensis;5230804;VU
5231233;Oenanthe pleschanka (Lepechin, 1770);5231233;Oenanthe pleschanka (Lepechin, 1770);21059;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Muscicapidae;9322;Oenanthe;2492483;Oenanthe pleschanka;5231233;LC
5231435;Cyphorhinus phaeocephalus P.L.Sclater, 1860;5231435;Cyphorhinus phaeocephalus P.L.Sclater, 1860;15353;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Troglodytidae;9355;Cyphorhinus;2493793;Cyphorhinus phaeocephalus;5231435;LC
5846430;Leucophaeus pipixcan (Wagler, 1831);5846430;Leucophaeus pipixcan (Wagler, 1831);453025;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Charadriiformes;7192402;Laridae;9316;Leucophaeus;4352369;Leucophaeus pipixcan;5846430;NE
6089951;Tarsiger rufilatus (Hodgson, 1845);6089951;Tarsiger rufilatus (Hodgson, 1845);15053;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Muscicapidae;9322;Tarsiger;2492508;Tarsiger rufilatus;6089951;LC
6093905;Hypsipetes mindorensis (Steere, 1890);6093905;Hypsipetes mindorensis (Steere, 1890);278;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Pycnonotidae;5277;Hypsipetes;2486199;Hypsipetes mindorensis;6093905;NE
7341536;Eumyias thalassinus (Swainson, 1838);7341536;Eumyias thalassinus (Swainson, 1838);72114;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Muscicapidae;9322;Eumyias;2492417;Eumyias thalassinus;7341536;LC
7341822;Setophaga palmarum (J.F.Gmelin, 1789);7341822;Setophaga palmarum (J.F.Gmelin, 1789);2112151;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Parulidae;5263;Setophaga;2489984;Setophaga palmarum;7341822;LC
7935148;Todiramphus colonus (E.Hartert, 1896);7935148;Todiramphus colonus (E.Hartert, 1896);14;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Coraciiformes;1447;Alcedinidae;2984;Todiramphus;2475686;Todiramphus colonus;7935148;NE
8009306;Clibanornis rubiginosus (P.L.Sclater, 1857);5230262;Automolus rubiginosus (P.L.Sclater, 1857);12276;SPECIES;SYNONYM;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Furnariidae;5243;Automolus;2485730;Automolus rubiginosus;5230262;LC
10930571;Dendroma rufa (Vieillot, 1818);2485712;Philydor rufum (Vieillot, 1818);34877;SPECIES;SYNONYM;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Furnariidae;5243;Philydor;2485696;Philydor rufum;2485712;NE
11175891;Hypocharmosyna rubronotata (Wallace, 1862);11175891;Hypocharmosyna rubronotata (Wallace, 1862);95;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Psittaciformes;1445;Psittaculidae;8482797;Hypocharmosyna;2480050;Hypocharmosyna rubronotata;11175891;NE
2474060;Ithaginis cruentus (Hardwicke, 1821);2474060;Ithaginis cruentus (Hardwicke, 1821);2116;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Galliformes;723;Phasianidae;9331;Ithaginis;2474059;Ithaginis cruentus;2474060;LC
2479351;Geoffroyus simplex (A.B.Meyer, 1874);2479351;Geoffroyus simplex (A.B.Meyer, 1874);370;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Psittaciformes;1445;Psittacidae;9340;Geoffroyus;2479333;Geoffroyus simplex;2479351;LC
2479686;Trichoglossus haematodus (Linnaeus, 1771);2479686;Trichoglossus haematodus (Linnaeus, 1771);9279;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Psittaciformes;1445;Psittacidae;9340;Trichoglossus;2479670;Trichoglossus haematodus;2479686;LC
2481108;Phoenicoparrus jamesi (P.L.Sclater, 1886);2481108;Phoenicoparrus jamesi (P.L.Sclater, 1886);4421;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Phoenicopteriformes;7191426;Phoenicopteridae;5269;Phoenicoparrus;2481101;Phoenicoparrus jamesi;2481108;NT
2482178;Crax alberti Fraser, 1852;2482178;Crax alberti Fraser, 1852;1262;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Galliformes;723;Cracidae;5237;Crax;2482167;Crax alberti;2482178;CR
2484691;Dicaeum agile (Tickell, 1833);2484691;Dicaeum agile (Tickell, 1833);29684;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Dicaeidae;4287160;Dicaeum;2484686;Dicaeum agile;2484691;LC
2486550;Gerygone dorsalis P.L.Sclater, 1883;2486550;Gerygone dorsalis P.L.Sclater, 1883;254;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Acanthizidae;3241751;Gerygone;2486549;Gerygone dorsalis;2486550;LC
2490506;Parkerthraustes humeralis (Lawrence, 1867);2490506;Parkerthraustes humeralis (Lawrence, 1867);1143;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Thraupidae;9352;Parkerthraustes;2490505;Parkerthraustes humeralis;2490506;LC
2491718;Plectrophenax hyperboreus Ridgway, 1884;2491718;Plectrophenax hyperboreus Ridgway, 1884;1359;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Calcariidae;6101141;Plectrophenax;2491717;Plectrophenax hyperboreus;2491718;LC
2492848;Lanius souzae Bocage, 1878;2492848;Lanius souzae Bocage, 1878;402;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Laniidae;9315;Lanius;2483315;Lanius souzae;2492848;LC
2492972;Eremomela pusilla Hartlaub, 1857;2492972;Eremomela pusilla Hartlaub, 1857;4499;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Cisticolidae;9293;Eremomela;2492968;Eremomela pusilla;2492972;LC
2493163;Graminicola bengalensis Jerdon, 1863;2493163;Graminicola bengalensis Jerdon, 1863;782;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Pellorneidae;6100896;Graminicola;2493162;Graminicola bengalensis;2493163;NT
5228593;Topaza pyra (Gould, 1846);5228593;Topaza pyra (Gould, 1846);1290;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Apodiformes;1448;Trochilidae;5289;Topaza;2476975;Topaza pyra;5228593;LC
5229954;Acanthisitta chloris (Sparrman, 1787);5229954;Acanthisitta chloris (Sparrman, 1787);15936;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Acanthisittidae;7098;Acanthisitta;5229953;Acanthisitta chloris;5229954;LC
5231713;Toxostoma redivivum (Gambel, 1845);5231713;Toxostoma redivivum (Gambel, 1845);275636;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Mimidae;9321;Toxostoma;2494943;Toxostoma redivivum;5231713;LC
5231780;Leptopterus chabert (Statius Muller, 1776);5231780;Leptopterus chabert (Statius Muller, 1776);3666;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Vangidae;5294;Leptopterus;2495099;Leptopterus chabert;5231780;LC
5232316;Otus spilocephalus (Blyth, 1846);5232316;Otus spilocephalus (Blyth, 1846);16379;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Strigiformes;1450;Strigidae;9348;Otus;2497654;Otus spilocephalus;5232316;LC
5788813;Mimus trifasciatus (Gould, 1837);5788813;Mimus trifasciatus (Gould, 1837);684;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Mimidae;9321;Mimus;2494919;Mimus trifasciatus;5788813;EN
5843959;Puffinus bryani Pyle, Welch & Fleischer, 2011;5843959;Puffinus bryani Pyle, Welch & Fleischer, 2011;16;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Procellariiformes;7192755;Procellariidae;9339;Puffinus;5229335;Puffinus bryani;5843959;CR
5845747;Phylloscopus nigrorum (Moseley, 1891);5845747;Phylloscopus nigrorum (Moseley, 1891);1462;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Phylloscopidae;6100963;Phylloscopus;2493047;Phylloscopus nigrorum;5845747;NE
5959176;Pachycephala arctitorquis P.L.Sclater, 1883;5959176;Pachycephala arctitorquis P.L.Sclater, 1883;233;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Pachycephalidae;3241790;Pachycephala;5959160;Pachycephala arctitorquis;5959176;LC
6065879;Charadrius nivosus (Cassin, 1858);6065879;Charadrius nivosus (Cassin, 1858);171256;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Charadriiformes;7192402;Charadriidae;2480210;Charadrius;2480277;Charadrius nivosus;6065879;NT
7661206;Pyrrhula owstoni Rothschild, Hartert & Ejo, 1907;7661206;Pyrrhula owstoni Rothschild, Hartert & Ejo, 1907;3844;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Fringillidae;5242;Pyrrhula;2494529;Pyrrhula owstoni;7661206;NE
8011274;Erythropitta palliceps (Brüggemann, 1876);6171886;Pitta erythrogaster palliceps Bruggemann, 1876;31;SPECIES;SYNONYM;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Pittidae;9334;Pitta;2489451;Pitta erythrogaster;2489467;EN
9300456;Zosterops japonicus Temminck & Schlegel, 1845;9300456;Zosterops japonicus Temminck & Schlegel, 1845;138370;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Zosteropidae;9359;Zosterops;2489340;Zosterops japonicus;9300456;LC
9323342;Trogon elegans Gould, 1834;9323342;Trogon elegans Gould, 1834;52483;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Trogoniformes;1449;Trogonidae;9356;Trogon;2496633;Trogon elegans;9323342;LC
9793968;Arundinax aedon (Pallas, 1776);6101024;Iduna aedon (Pallas, 1776);14731;SPECIES;SYNONYM;Animalia;1;Chordata;44;Aves;212;Passeriformes;729;Acrocephalidae;6101019;Iduna;3241698;Iduna aedon;6101024;LC
11041772;Hydrobates jabejabe (Barboza du Bocage, 1875);6066333;Oceanodroma jabejabe (Bocage, 1874);110;SPECIES;SYNONYM;Animalia;1;Chordata;44;Aves;212;Procellariiformes;7192755;Hydrobatidae;5249;Oceanodroma;2481998;Oceanodroma jabejabe;6066333;LC
2473787;Pternistis afer (P.L.S.Müller, 1776);2473787;Pternistis afer (P.L.S.Müller, 1776);15533;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Galliformes;723;Phasianidae;9331;Pternistis;8128058;Pternistis afer;2473787;LC
2476715;Anthracothorax dominicus (Linnaeus, 1766);2476715;Anthracothorax dominicus (Linnaeus, 1766);8749;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Apodiformes;1448;Trochilidae;5289;Anthracothorax;2476712;Anthracothorax dominicus;2476715;LC
2477430;Tachornis furcata (Sutton, 1928);2477430;Tachornis furcata (Sutton, 1928);110;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Apodiformes;1448;Apodidae;2993;Tachornis;2477429;Tachornis furcata;2477430;LC
2480200;Pterocles burchelli W.L.Sclater, 1922;2480200;Pterocles burchelli W.L.Sclater, 1922;1968;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Pteroclidiformes;7192749;Pteroclididae;5274;Pterocles;2480192;Pterocles burchelli;2480200;LC
2480437;Haliastur indus (Boddaert, 1783);2480437;Haliastur indus (Boddaert, 1783);447278;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Accipitriformes;7191147;Accipitridae;2877;Haliastur;2480436;Haliastur indus;2480437;LC
2481005;Falco punctatus Temminck, 1821;2481005;Falco punctatus Temminck, 1821;196;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Falconiformes;7191407;Falconidae;5240;Falco;2480996;Falco punctatus;2481005;EN
2481071;Herpetotheres cachinnans (Linnaeus, 1758);2481071;Herpetotheres cachinnans (Linnaeus, 1758);153368;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Falconiformes;7191407;Falconidae;5240;Herpetotheres;2481070;Herpetotheres cachinnans;2481071;LC
2481930;Cathartes aura (Linnaeus, 1758);2481930;Cathartes aura (Linnaeus, 1758);12851770;SPECIES;ACCEPTED;Animalia;1;Chordata;44;Aves;212;Accipitriformes;7191147;Cathartidae;3242141;Cathartes;2481927;Cathartes aura;2481930;LC
